Rank	Gene	PredictionScore
17495	ADPRM	0.035
17496	FOXO4	0.035
17497	C15ORF43	0.035
17498	TAF13	0.035
17499	DRD5	0.035
17500	CXORF65	0.035
17501	RAB17	0.035
17502	CPA6	0.035
17503	ZDHHC19	0.035
17504	RPL29	0.035
17505	BVES	0.035
17506	TBC1D10C	0.035
17507	HOXB4	0.035
17508	ENTHD1	0.035
17509	BCAM	0.035
17510	FFAR3	0.035
17511	SERPINB10	0.035
17512	OR10H1	0.035
17513	RGS18	0.035
17514	AKAP14	0.034
17515	TRPA1	0.034
17516	RAD21L1	0.034
17517	PSMB8	0.034
17518	PPP1R15A	0.034
17519	COX7A2	0.034
17520	PPCS	0.034
17521	RIPK3	0.034
17522	RNASEH1	0.034
17523	INMT	0.034
17524	SCGB2A2	0.034
17525	RIBC1	0.034
17526	PPA1	0.034
17527	CALCOCO2	0.034
17528	TDRD5	0.034
17529	MRPL13	0.034
17530	TMEM185A	0.034
17531	MTMR8	0.034
17532	CEP55	0.034
17533	HIBADH	0.034
17534	GEMIN6	0.034
17535	EAPP	0.034
17536	EGF	0.034
17537	TMED3	0.034
17538	ATP6V1F	0.034
17539	LRRC15	0.034
17540	POLD4	0.034
17541	SIGLEC7	0.034
17542	LILRB5	0.034
17543	HLA-DMA	0.034
17544	NTF4	0.034
17545	FADD	0.034
17546	TEKT2	0.034
17547	MRPL54	0.034
17548	SLC43A1	0.034
17549	PCDHB17	0.034
17550	CCDC102A	0.034
17551	MRPS35	0.034
17552	TXN	0.034
17553	NOB1	0.034
17554	SOX17	0.034
17555	NDUFV3	0.034
17556	APOA1BP	0.034
17557	UGT1A3	0.034
17558	SCN11A	0.034
17559	SORD	0.034
17560	RBP7	0.034
17561	ANO2	0.034
17562	COPS7A	0.034
17563	DUOX1	0.034
17564	KRT85	0.034
17565	RNASE4	0.034
17566	ATF4	0.034
17567	CENPE	0.034
17568	NIT2	0.034
17569	CYP4A22	0.034
17570	ARID3A	0.034
17571	GLRX3	0.034
17572	SH2D3A	0.034
17573	HPSE	0.034
17574	HDAC1	0.034
17575	DMRTB1	0.034
17576	SUN5	0.034
17577	TEX28	0.034
17578	NCCRP1	0.034
17579	SERPINB3	0.034
17580	PFDN5	0.034
17581	GABRE	0.034
17582	CDHR2	0.034
17583	STAR	0.034
17584	SPINT3	0.034
17585	EDDM3A	0.034
17586	TTLL6	0.034
17587	FAM221B	0.034
17588	MYOF	0.034
17589	GPX1	0.034
17590	ITGB5	0.034
17591	GADD45G	0.034
17592	XBP1	0.034
17593	TRAPPC4	0.034
17594	SLC28A2	0.034
17595	CREG1	0.034
17596	NFATC2	0.034
17597	PYGL	0.034
17598	CTSS	0.034
17599	C11ORF73	0.034
17600	DBI	0.034
17601	USP49	0.034
17602	GALM	0.034
17603	MUSTN1	0.034
17604	SERP1	0.034
17605	QRICH2	0.034
17606	EDN1	0.034
17607	UTP3	0.034
17608	ZAP70	0.033
17609	TAGLN	0.033
17610	ITGA1	0.033
17611	PHOX2B	0.033
17612	AIRE	0.033
17613	MRPL27	0.033
17614	PSMA8	0.033
17615	CCL23	0.033
17616	KRTAP1-1	0.033
17617	KLF14	0.033
17618	PGK1	0.033
17619	IRAK4	0.033
17620	MRPL44	0.033
17621	RBBP8	0.033
17622	MRPS27	0.033
17623	AURKAIP1	0.033
17624	F3	0.033
17625	TM9SF1	0.033
17626	ADIPOR1	0.033
17627	CD69	0.033
17628	CHMP5	0.033
17629	FUZ	0.033
17630	WFDC3	0.033
17631	EDDM3B	0.033
17632	HIST1H1B	0.033
17633	NID1	0.033
17634	CCZ1	0.033
17635	ERP27	0.033
17636	TMEM203	0.033
17637	MED31	0.033
17638	THBS2	0.033
17639	ZYG11A	0.033
17640	SYNC	0.033
17641	MUC7	0.033
17642	MRPL32	0.033
17643	SCARF2	0.033
17644	COMT	0.033
17645	GAPDH	0.033
17646	MOV10L1	0.033
17647	ERAP1	0.033
17648	ERN1	0.033
17649	AIMP1	0.033
17650	EFEMP2	0.033
17651	DEGS1	0.033
17652	C14ORF166B	0.033
17653	CDC20	0.033
17654	ARPC3	0.033
17655	CD109	0.033
17656	GPR3	0.033
17657	MCEE	0.033
17658	CD226	0.033
17659	SPARC	0.033
17660	TSSK1B	0.033
17661	PROX2	0.033
17662	ANO6	0.033
17663	TLL2	0.033
17664	TMEM223	0.033
17665	LHX5	0.033
17666	EMC4	0.033
17667	MGAM	0.033
17668	PSG4	0.033
17669	PEPD	0.033
17670	EIF2B2	0.033
17671	MYO7B	0.033
17672	UCMA	0.033
17673	ETV4	0.033
17674	BAK1	0.033
17675	PRDX4	0.033
17676	CCL21	0.033
17677	ATP5E	0.033
17678	RCSD1	0.033
17679	SCIMP	0.033
17680	BPY2	0.033
17681	SLC12A7	0.033
17682	GAL3ST2	0.033
17683	PFN1	0.033
17684	RER1	0.033
17685	TDRD12	0.033
17686	CLDN17	0.033
17687	MASP1	0.033
17688	WFDC8	0.033
17689	SHFM1	0.033
17690	AMELY	0.033
17691	ALS2CR12	0.033
17692	OTOR	0.033
17693	CASP12	0.033
17694	TRIM7	0.032
17695	MRPS23	0.032
17696	NKX2-1	0.032
17697	TMEM97	0.032
17698	MGARP	0.032
17699	COX7A2L	0.032
17700	NDUFA8	0.032
17701	CETP	0.032
17702	PAX5	0.032
17703	LMOD3	0.032
17704	ATP5L	0.032
17705	SLC22A8	0.032
17706	C4B	0.032
17707	UGT1A9	0.032
17708	TROAP	0.032
17709	TMED10	0.032
17710	LAPTM4B	0.032
17711	NDUFB6	0.032
17712	IKZF2	0.032
17713	PAPLN	0.032
17714	ATG5	0.032
17715	MBNL3	0.032
17716	MRPL20	0.032
17717	ROMO1	0.032
17718	ISCA2	0.032
17719	HAGH	0.032
17720	CABS1	0.032
17721	WNT10B	0.032
17722	ACOT4	0.032
17723	XRCC5	0.032
17724	NOX3	0.032
17725	LY75	0.032
17726	TCP10	0.032
17727	C4BPB	0.032
17728	FCN2	0.032
17729	CCT6B	0.032
17730	CALCR	0.032
17731	ARHGAP4	0.032
17732	EEF1B2	0.032
17733	TDRD7	0.032
17734	POLR2G	0.032
17735	TACC3	0.032
17736	IL1R1	0.032
17737	EMID1	0.032
17738	EMCN	0.032
17739	CTSK	0.032
17740	KRTAP4-11	0.032
17741	ACOT13	0.032
17742	RBM12B-AS1	0.032
17743	ARHGEF16	0.032
17744	CAT	0.032
17745	NDUFC2	0.032
17746	C1QTNF9	0.032
17747	TICRR	0.032
17748	APOL4	0.032
17749	NPFF	0.032
17750	MRPL16	0.032
17751	ANTXR2	0.032
17752	SIGLEC6	0.032
17753	CDCA2	0.032
17754	CYB5A	0.032
17755	DCST1	0.032
17756	GREM1	0.032
17757	TRIP10	0.032
17758	MS4A5	0.032
17759	IFT20	0.032
17760	COX7C	0.032
17761	TTC7A	0.032
17762	IL33	0.032
17763	IQGAP3	0.032
17764	LSM10	0.032
17765	PRSS27	0.032
17766	CHURC1	0.032
17767	MRPL51	0.032
17768	RBMXL2	0.032
17769	WDR62	0.032
17770	CDC20B	0.032
17771	FAM26F	0.032
17772	JAK3	0.032
17773	REST	0.032
17774	SYF2	0.032
17775	TIMM17A	0.032
17776	OR4E2	0.032
17777	LCE3C	0.032
17778	ROPN1L	0.032
17779	IDI2	0.032
17780	LY86	0.032
17781	ABCC4	0.032
17782	LELP1	0.032
17783	RPS25	0.032
17784	SWI5	0.032
17785	NIT1	0.032
17786	CDC26	0.032
17787	HSD17B12	0.032
17788	MMRN1	0.032
17789	SPAG7	0.032
17790	UNC93A	0.032
17791	MAP3K19	0.032
17792	HHEX	0.031
17793	TCEB3B	0.031
17794	LMX1B	0.031
17795	ADCY4	0.031
17796	IGLV1-40	0.031
17797	ALG5	0.031
17798	SCN10A	0.031
17799	BAG1	0.031
17800	PTGER3	0.031
17801	APOBEC4	0.031
17802	PBOV1	0.031
17803	ATP5J	0.031
17804	APEX2	0.031
17805	NDUFAF1	0.031
17806	MRPL39	0.031
17807	CD300LF	0.031
17808	UQCRB	0.031
17809	GBA3	0.031
17810	SCARF1	0.031
17811	PPP1R1C	0.031
17812	APOC1	0.031
17813	KCNK7	0.031
17814	FGD3	0.031
17815	CNIH	0.031
17816	C6ORF123	0.031
17817	DNAJA3	0.031
17818	TMEM109	0.031
17819	TMEM102	0.031
17820	AHNAK	0.031
17821	DHPS	0.031
17822	BCL2L12	0.031
17823	MPZL2	0.031
17824	PRB4	0.031
17825	CPQ	0.031
17826	MPC1	0.031
17827	CWC15	0.031
17828	SNX22	0.031
17829	ALDH1A2	0.031
17830	MYL1	0.031
17831	DEFB118	0.031
17832	BET1	0.031
17833	SERTAD3	0.031
17834	BMP7	0.031
17835	PSG1	0.031
17836	TMEM230	0.031
17837	C9ORF53	0.031
17838	RPL17	0.031
17839	TREM2	0.031
17840	KCNMB3	0.031
17841	MNAT1	0.031
17842	C1QTNF3	0.031
17843	ITGB1	0.031
17844	PRR9	0.031
17845	ANTXR1	0.031
17846	KLRB1	0.031
17847	DPEP2	0.031
17848	BIN2	0.031
17849	UQCRH	0.031
17850	EPGN	0.031
17851	ANXA8L1	0.031
17852	TEX33	0.031
17853	TKTL2	0.031
17854	ATP6V1C2	0.031
17855	TRAF3IP2	0.031
17856	DAD1	0.031
17857	CYC1	0.031
17858	ACYP1	0.031
17859	SLIRP	0.031
17860	NPR1	0.031
17861	SPATA31A5	0.031
17862	GIPR	0.031
17863	SRGN	0.031
17864	SERPINB12	0.031
17865	LRMP	0.031
17866	TNFAIP8	0.031
17867	C19ORF33	0.031
17868	NFE2L2	0.031
17869	PRSS16	0.031
17870	CSTA	0.031
17871	CMC1	0.031
17872	EPN3	0.031
17873	STAT1	0.031
17874	H1FOO	0.031
17875	ARSI	0.031
17876	TSPAN8	0.031
17877	HHAT	0.03
17878	MMP23B	0.03
17879	CITED4	0.03
17880	POMP	0.03
17881	PPP1R27	0.03
17882	MGP	0.03
17883	KRT37	0.03
17884	MRPS24	0.03
17885	SLC35B1	0.03
17886	PRRG4	0.03
17887	PRSS55	0.03
17888	PTGDR2	0.03
17889	DEFA4	0.03
17890	HOXA9	0.03
17891	MT1E	0.03
17892	EPHA1	0.03
17893	GYPC	0.03
17894	LRR1	0.03
17895	FOLR3	0.03
17896	OOSP1	0.03
17897	NIPAL1	0.03
17898	MUC16	0.03
17899	POP4	0.03
17900	PAPSS2	0.03
17901	SOX15	0.03
17902	TBX10	0.03
17903	SMTN	0.03
17904	MYL10	0.03
17905	DSTN	0.03
17906	SLC22A11	0.03
17907	ATP5F1	0.03
17908	COMMD1	0.03
17909	HOXB3	0.03
17910	DNAJC19	0.03
17911	ITPA	0.03
17912	HS1BP3	0.03
17913	IDH3G	0.03
17914	PSMD8	0.03
17915	BTNL3	0.03
17916	TAS2R7	0.03
17917	PIEZO2	0.03
17918	XRCC6	0.03
17919	MRPS22	0.03
17920	HMX3	0.03
17921	SIX3	0.03
17922	HLA-DQB1	0.03
17923	GJC2	0.03
17924	TDGF1	0.03
17925	ACAT1	0.03
17926	CDK5RAP2	0.03
17927	B3GNT4	0.03
17928	EME1	0.03
17929	TFAP2A	0.03
17930	GBE1	0.03
17931	SLC44A3	0.03
17932	HBB	0.03
17933	PPT1	0.03
17934	UPK3BL	0.03
17935	CABP5	0.03
17936	HOGA1	0.03
17937	STBD1	0.03
17938	KRTAP21-1	0.03
17939	AQPEP	0.03
17940	CBY1	0.03
17941	SUFU	0.03
17942	NDUFA12	0.03
17943	CYBA	0.03
17944	DKFZP434A062	0.03
17945	COX14	0.03
17946	ATXN8OS	0.03
17947	GNPAT	0.03
17948	RDH12	0.03
17949	DOLK	0.03
17950	TMEM248	0.03
17951	ATP10A	0.03
17952	TOP3A	0.03
17953	NDUFA9	0.03
17954	IMPG2	0.03
17955	TMEM98	0.03
17956	TLR4	0.03
17957	INSM2	0.03
17958	RPGRIP1	0.03
17959	TP63	0.03
17960	HEXB	0.03
17961	UBL4A	0.03
17962	DOCK6	0.03
17963	FAH	0.03
17964	GPNMB	0.03
17965	CEL	0.03
17966	LAMP2	0.03
17967	ASAH1	0.03
17968	CD81	0.03
17969	PTPN22	0.03
17970	ASB14	0.03
17971	CACNA2D4	0.03
17972	BPI	0.03
17973	LAPTM5	0.03
17974	SPTLC2	0.03
17975	SPTLC1	0.03
17976	VIMP	0.03
17977	HSD3B7	0.03
17978	TEX15	0.03
17979	OR5D18	0.03
17980	SLC16A1	0.03
17981	PAX7	0.03
17982	HADHB	0.03
17983	IFNG	0.03
17984	TGM6	0.03
17985	KRT6B	0.03
17986	ADAM20	0.03
17987	SSX5	0.03
17988	BEST1	0.03
17989	POLR2K	0.03
17990	DNAH3	0.03
17991	MIEN1	0.03
17992	HEPH	0.03
17993	HMMR	0.03
17994	MCCC2	0.03
17995	KRTCAP2	0.03
17996	ZNF469	0.03
17997	SERPING1	0.03
17998	ICAM2	0.03
17999	UGT1A1	0.03
18000	MXD1	0.03
18001	PRDX3	0.03
18002	SLC52A3	0.03
18003	FXYD5	0.03
18004	ABCB4	0.03
18005	WISP1	0.03
18006	EMG1	0.03
18007	FUCA1	0.03
18008	RARA	0.03
18009	SNAI2	0.03
18010	IL23R	0.03
18011	LIPI	0.03
18012	RXFP2	0.03
18013	DIABLO	0.03
18014	SERHL2	0.03
18015	STAP1	0.03
18016	MSC	0.03
18017	FLNA	0.03
18018	RAD51	0.03
18019	SDHAF2	0.03
18020	ASNS	0.03
18021	CYYR1	0.03
18022	FOPNL	0.03
18023	COX4I1	0.029
18024	UPK1B	0.029
18025	PLSCR3	0.029
18026	CPT1A	0.029
18027	GUCA1B	0.029
18028	CSHL1	0.029
18029	TFAP2B	0.029
18030	ST3GAL4	0.029
18031	KCNK16	0.029
18032	SPAG11B	0.029
18033	RIN3	0.029
18034	HSPB9	0.029
18035	ACOXL	0.029
18036	PQLC3	0.029
18037	BAG3	0.029
18038	POLR2C	0.029
18039	CXCL11	0.029
18040	C9ORF50	0.029
18041	ADAMTSL4	0.029
18042	VAV1	0.029
18043	SLC22A18AS	0.029
18044	CDCA5	0.029
18045	FBLN1	0.029
18046	F13A1	0.029
18047	C1GALT1C1	0.029
18048	SCP2	0.029
18049	SYTL1	0.029
18050	ESRP2	0.029
18051	ZFP36L2	0.029
18052	MAGEA10	0.029
18053	FCAR	0.029
18054	CRYZ	0.029
18055	PSG9	0.029
18056	INPP5D	0.029
18057	GALNTL5	0.029
18058	ZC3HC1	0.029
18059	CEACAM21	0.029
18060	HYAL3	0.029
18061	C9ORF9	0.029
18062	IFNAR2	0.029
18063	H1FNT	0.029
18064	PRRG2	0.029
18065	MNX1	0.029
18066	LRP2	0.029
18067	OR52A5	0.029
18068	PTPN6	0.029
18069	CD1B	0.029
18070	ALDH8A1	0.029
18071	OLFML2A	0.029
18072	SDC4	0.029
18073	HOXC8	0.029
18074	COLEC11	0.029
18075	KIR2DL3	0.029
18076	CD1E	0.029
18077	NDUFB3	0.029
18078	CAPN9	0.029
18079	CAST	0.029
18080	PSMD4	0.029
18081	YIPF1	0.029
18082	TALDO1	0.029
18083	RPL22L1	0.029
18084	TTLL13	0.029
18085	CLIC4	0.029
18086	ELP5	0.029
18087	INSL4	0.029
18088	UBA7	0.029
18089	FAM162A	0.029
18090	TIMP3	0.029
18091	C11ORF85	0.029
18092	PLD4	0.029
18093	VAMP8	0.029
18094	TFEB	0.029
18095	SNX3	0.029
18096	FAM227B	0.029
18097	SLC51B	0.029
18098	NUDT1	0.029
18099	KPRP	0.029
18100	PNPLA5	0.029
18101	TMEM217	0.029
18102	CASP7	0.029
18103	PROCR	0.029
18104	C11ORF21	0.029
18105	SPATA25	0.029
18106	DOK3	0.029
18107	GABRA6	0.029
18108	OTOS	0.029
18109	FGF7	0.029
18110	KIR2DL2	0.029
18111	SSX4B	0.029
18112	TMEM27	0.029
18113	SAPCD1	0.029
18114	FAM110C	0.029
18115	NXNL2	0.029
18116	REM1	0.028
18117	TXNIP	0.028
18118	MRPL22	0.028
18119	SEC61G	0.028
18120	SIGIRR	0.028
18121	EDEM1	0.028
18122	COX7B	0.028
18123	HDDC2	0.028
18124	SDC1	0.028
18125	CELA1	0.028
18126	SEC22B	0.028
18127	WNT10A	0.028
18128	LST1	0.028
18129	TNS4	0.028
18130	TNK1	0.028
18131	SH2D4A	0.028
18132	GPR4	0.028
18133	LHX3	0.028
18134	TPI1	0.028
18135	PAX2	0.028
18136	ECI2	0.028
18137	ASIP	0.028
18138	TOMM7	0.028
18139	MT1H	0.028
18140	FCRL1	0.028
18141	HHIPL2	0.028
18142	RHBDF2	0.028
18143	THBS4	0.028
18144	NDUFAB1	0.028
18145	BUD31	0.028
18146	PPIA	0.028
18147	EFNA4	0.028
18148	LRRC8E	0.028
18149	CBLC	0.028
18150	TSNAXIP1	0.028
18151	MRPL35	0.028
18152	COPS6	0.028
18153	RBM47	0.028
18154	SPAG4	0.028
18155	FLI1	0.028
18156	PTS	0.028
18157	TEX35	0.028
18158	RAB25	0.028
18159	OR8A1	0.028
18160	GPIHBP1	0.028
18161	ADAM21	0.028
18162	IL16	0.028
18163	TMEM40	0.028
18164	HPSE2	0.028
18165	TYROBP	0.028
18166	PKD1L2	0.028
18167	MYB	0.028
18168	KRT24	0.028
18169	SLC4A9	0.028
18170	LAMA4	0.028
18171	C4ORF6	0.028
18172	C16ORF78	0.028
18173	NUSAP1	0.028
18174	NPC1L1	0.028
18175	RPN1	0.028
18176	ACADL	0.028
18177	DEF6	0.028
18178	ZSCAN10	0.028
18179	VANGL1	0.028
18180	CLNS1A	0.028
18181	NPPC	0.028
18182	CYP2A7	0.028
18183	SEPP1	0.028
18184	ALX1	0.028
18185	ZAR1	0.028
18186	E2F7	0.028
18187	SPACA3	0.028
18188	C7ORF69	0.028
18189	CFP	0.028
18190	CH25H	0.028
18191	GPR78	0.028
18192	HLA-G	0.028
18193	NAT1	0.028
18194	PSMB1	0.028
18195	GH2	0.028
18196	IGSF6	0.028
18197	ID3	0.028
18198	CEACAM5	0.027
18199	GRN	0.027
18200	MRC1	0.027
18201	VILL	0.027
18202	PRKACG	0.027
18203	HSD17B11	0.027
18204	PFDN6	0.027
18205	LBX2	0.027
18206	TMCO1	0.027
18207	SVEP1	0.027
18208	ACACB	0.027
18209	OASL	0.027
18210	NOX5	0.027
18211	DEFB126	0.027
18212	CLDN2	0.027
18213	UQCRFS1	0.027
18214	S100A4	0.027
18215	CD63	0.027
18216	TJP3	0.027
18217	TOR1A	0.027
18218	PERP	0.027
18219	APMAP	0.027
18220	PTPMT1	0.027
18221	HIST1H1C	0.027
18222	ATP5C1	0.027
18223	INCA1	0.027
18224	NDUFA1	0.027
18225	SLC5A10	0.027
18226	MYD88	0.027
18227	CHCHD2	0.027
18228	SIGLEC10	0.027
18229	C1ORF105	0.027
18230	C12ORF56	0.027
18231	ISCU	0.027
18232	ZNF259	0.027
18233	TIFAB	0.027
18234	MRPS25	0.027
18235	TIMM10	0.027
18236	FGR	0.027
18237	PTTG1IP	0.027
18238	PDCD5	0.027
18239	CCDC53	0.027
18240	TLX3	0.027
18241	NOP16	0.027
18242	SSC5D	0.027
18243	PGLYRP3	0.027
18244	ASMT	0.027
18245	WIPF1	0.027
18246	TMEM171	0.027
18247	LBX1	0.027
18248	SERPINA7	0.027
18249	IL18	0.027
18250	GSX1	0.027
18251	BANF2	0.027
18252	IL37	0.027
18253	ZC3H12D	0.027
18254	TXK	0.027
18255	KIR2DL1	0.027
18256	RPL27A	0.027
18257	CD163	0.027
18258	IRX1	0.027
18259	RDH8	0.027
18260	TCF7	0.027
18261	PSD4	0.027
18262	C3ORF36	0.027
18263	DECR1	0.027
18264	HOXB6	0.027
18265	HOXA6	0.027
18266	PRAMEF11	0.027
18267	NAA20	0.027
18268	ZSCAN5B	0.027
18269	ATP5G3	0.027
18270	SPCS1	0.027
18271	PROKR1	0.027
18272	ASB12	0.027
18273	HTR1D	0.027
18274	POF1B	0.027
18275	GLIPR1L2	0.027
18276	DERL2	0.027
18277	LCK	0.027
18278	SUCLG2	0.027
18279	SUCLG1	0.027
18280	ATP1A4	0.027
18281	PTPN14	0.027
18282	PPAP2A	0.027
18283	DEFA6	0.027
18284	SEC61B	0.027
18285	TGIF2LX	0.027
18286	PPARD	0.027
18287	CEACAM7	0.026
18288	SAGE1	0.026
18289	FANCI	0.026
18290	DNAJB13	0.026
18291	NDUFB10	0.026
18292	LIAS	0.026
18293	FSIP1	0.026
18294	SLC17A4	0.026
18295	FNDC1	0.026
18296	PCTP	0.026
18297	S100A5	0.026
18298	ALDH3A1	0.026
18299	LAMB3	0.026
18300	IL13RA1	0.026
18301	OPTC	0.026
18302	GABRP	0.026
18303	ITK	0.026
18304	ZPBP2	0.026
18305	NLRP1	0.026
18306	COL6A5	0.026
18307	SDF2	0.026
18308	ANKRD33	0.026
18309	ALOX5AP	0.026
18310	IRS4	0.026
18311	CTSB	0.026
18312	CENPO	0.026
18313	LY6K	0.026
18314	PLAU	0.026
18315	CES5A	0.026
18316	SNX1	0.026
18317	MXD3	0.026
18318	MED10	0.026
18319	RPL13A	0.026
18320	CNN2	0.026
18321	FGD2	0.026
18322	VRTN	0.026
18323	PIK3CD	0.026
18324	CALCRL	0.026
18325	FAM71D	0.026
18326	EMILIN2	0.026
18327	SPNS3	0.026
18328	PSMC1	0.026
18329	BAIAP2L1	0.026
18330	KRT6C	0.026
18331	ISL2	0.026
18332	NUPR1	0.026
18333	PRDX1	0.026
18334	SYNPO2L	0.026
18335	ABRA	0.026
18336	IGF2BP1	0.026
18337	CD59	0.026
18338	SPATA9	0.026
18339	PTRH1	0.026
18340	FDX1	0.026
18341	CD36	0.026
18342	RPL23	0.026
18343	MAFF	0.026
18344	ODAM	0.026
18345	USHBP1	0.026
18346	ZMYND15	0.026
18347	KRTAP11-1	0.026
18348	IKBKE	0.026
18349	PDC	0.026
18350	TUSC5	0.026
18351	FBXL8	0.026
18352	SH3D21	0.026
18353	STX4	0.026
18354	CASC5	0.026
18355	SOHLH2	0.026
18356	SERPINB13	0.026
18357	SOX30	0.026
18358	MBD3L1	0.026
18359	LILRA6	0.026
18360	LILRA1	0.026
18361	YIPF7	0.026
18362	EDA2R	0.026
18363	SELK	0.026
18364	MAGEC2	0.026
18365	C20ORF195	0.025
18366	FTMT	0.025
18367	SMAD9	0.025
18368	CRTAP	0.025
18369	TMC8	0.025
18370	CFHR3	0.025
18371	MPI	0.025
18372	MLH1	0.025
18373	NFU1	0.025
18374	PRTN3	0.025
18375	SLC22A16	0.025
18376	SLC22A14	0.025
18377	COQ7	0.025
18378	RPS6	0.025
18379	LMX1A	0.025
18380	TPT1	0.025
18381	TGFB1	0.025
18382	ADSL	0.025
18383	TM6SF2	0.025
18384	WFIKKN1	0.025
18385	TFR2	0.025
18386	CCDC33	0.025
18387	CCIN	0.025
18388	SERPINB9	0.025
18389	POLH	0.025
18390	RPS17	0.025
18391	CASS4	0.025
18392	GSTZ1	0.025
18393	EAF2	0.025
18394	C4ORF17	0.025
18395	INSL3	0.025
18396	PHYH	0.025
18397	PARK7	0.025
18398	SGOL1	0.025
18399	HPRT1	0.025
18400	KCNE4	0.025
18401	CUBN	0.025
18402	MGST2	0.025
18403	PRSS54	0.025
18404	PAPPA	0.025
18405	LEFTY2	0.025
18406	FCGR2B	0.025
18407	FAM86A	0.025
18408	F11R	0.025
18409	FZD4	0.025
18410	OCA2	0.025
18411	PRAME	0.025
18412	IMPDH2	0.025
18413	HOXD1	0.025
18414	SLC5A11	0.025
18415	MYH11	0.025
18416	PGF	0.025
18417	GHR	0.025
18418	FBLN5	0.025
18419	PDK4	0.025
18420	PON2	0.025
18421	GIMAP5	0.025
18422	TRPV4	0.025
18423	SLC43A3	0.025
18424	ITGB2	0.025
18425	LY96	0.025
18426	COL5A1	0.025
18427	GPX7	0.025
18428	CCDC105	0.025
18429	CEP152	0.025
18430	FTH1	0.025
18431	GLI2	0.025
18432	SIGLEC8	0.025
18433	CDCA8	0.025
18434	PAX3	0.025
18435	EPCAM	0.025
18436	BLNK	0.025
18437	ACAN	0.025
18438	CNGB1	0.025
18439	GJB2	0.025
18440	SGSH	0.025
18441	PNPLA1	0.025
18442	COMP	0.025
18443	USH2A	0.025
18444	SLC19A3	0.025
18445	VWA3B	0.025
18446	CCL19	0.025
18447	OPN1LW	0.025
18448	CLN6	0.025
18449	CLN3	0.025
18450	CD2	0.025
18451	ZDHHC4	0.025
18452	HSD17B6	0.025
18453	NOS3	0.025
18454	OR4C3	0.025
18455	CCL16	0.025
18456	PTRH2	0.025
18457	SLC6A19	0.025
18458	FXYD2	0.025
18459	C3ORF30	0.025
18460	GNGT1	0.025
18461	GRM6	0.025
18462	PTX3	0.025
18463	KLF2	0.025
18464	ENG	0.025
18465	F11	0.025
18466	SDR9C7	0.025
18467	KRT83	0.025
18468	PCP2	0.025
18469	CTRL	0.025
18470	RNASE3	0.025
18471	STYXL1	0.025
18472	TOP2A	0.025
18473	FGF8	0.025
18474	KIR2DL4	0.025
18475	SIM1	0.025
18476	CLRN1	0.025
18477	LDB3	0.025
18478	ALX4	0.025
18479	LCE3A	0.025
18480	AGTRAP	0.025
18481	FLNC	0.025
18482	CST3	0.025
18483	SOX3	0.025
18484	CCKAR	0.025
18485	GBP2	0.025
18486	STRC	0.025
18487	ENPP1	0.025
18488	IFNA6	0.025
18489	TSKU	0.025
18490	PPP1R13L	0.025
18491	AVP	0.025
18492	CYR61	0.025
18493	PPM1N	0.025
18494	CYP3A43	0.024
18495	AGR3	0.024
18496	LEPR	0.024
18497	RPL22	0.024
18498	CES4A	0.024
18499	FOXQ1	0.024
18500	LAP3	0.024
18501	MAMSTR	0.024
18502	MYO1E	0.024
18503	GCNT7	0.024
18504	ZBTB32	0.024
18505	TP53TG5	0.024
18506	MMP27	0.024
18507	PFDN1	0.024
18508	PLA2G3	0.024
18509	TIMM8B	0.024
18510	BTN1A1	0.024
18511	CD300C	0.024
18512	DNMT3L	0.024
18513	UCP2	0.024
18514	STX18	0.024
18515	SAT1	0.024
18516	SYTL4	0.024
18517	DPP4	0.024
18518	GMNN	0.024
18519	STAB1	0.024
18520	CCDC83	0.024
18521	TRH	0.024
18522	TNFSF13B	0.024
18523	TNFRSF1A	0.024
18524	CD44	0.024
18525	PLSCR1	0.024
18526	TRIM61	0.024
18527	PLVAP	0.024
18528	EIF4EBP1	0.024
18529	CD22	0.024
18530	LHX4	0.024
18531	SNRNP27	0.024
18532	TMEM71	0.024
18533	OXTR	0.024
18534	ITLN1	0.024
18535	MIA	0.024
18536	NUP210L	0.024
18537	PARL	0.024
18538	SLC5A12	0.024
18539	NDUFC1	0.024
18540	UBL4B	0.024
18541	GSTK1	0.024
18542	PI3	0.024
18543	UBD	0.024
18544	TMEM150B	0.024
18545	CHAD	0.024
18546	LAMP1	0.024
18547	ADM2	0.024
18548	FN1	0.024
18549	TSKS	0.024
18550	FES	0.024
18551	PSMG1	0.024
18552	COPS5	0.024
18553	C20ORF141	0.024
18554	ZFP92	0.024
18555	KCNJ8	0.024
18556	SOCS3	0.024
18557	RNF43	0.024
18558	TMEM173	0.024
18559	LCE3D	0.024
18560	KISS1	0.024
18561	ADAM29	0.024
18562	IQCC	0.024
18563	COX6C	0.024
18564	GALP	0.024
18565	GBP6	0.024
18566	LAMA1	0.024
18567	C1QA	0.024
18568	TIRAP	0.024
18569	FAM187B	0.024
18570	SERINC4	0.024
18571	ALDH1A3	0.024
18572	COMMD6	0.024
18573	ADAM33	0.024
18574	TMEM225	0.024
18575	FMO2	0.024
18576	PTGS1	0.024
18577	KRTAP4-6	0.024
18578	SCPEP1	0.024
18579	SALL4	0.024
18580	FAIM	0.024
18581	TOMM22	0.024
18582	COLEC10	0.024
18583	USP26	0.024
18584	KLHL11	0.024
