symbol,entrez
RNY5P8,100380878
ZNF848P,100380945
TMPRSS11CP,100381178
NEK2P4,100381202
GLUD1P2,100381203
RNY5P2,100381208
DYNLT3P2,100381215
ZBED6,100381270
IGHV1OR15-5,100384884
LOC100384885,100384885
LOC100418696,100418696
LOC100418700,100418700
LOC100418701,100418701
LOC100418703,100418703
LOC100418705,100418705
LOC100418706,100418706
LOC100418707,100418707
CLUHP1,100418708
CLUHP2,100418709
LOC100418710,100418710
CLUHP4,100418711
LOC100418712,100418712
LOC100418713,100418713
LOC100418714,100418714
SEPT7P4,100418715
LOC100418716,100418716
SEPT7P5,100418718
LOC100418719,100418719
SEPT7P6,100418720
LOC100418721,100418721
LOC100418722,100418722
LOC100418723,100418723
CCNJP2,100418724
LOC100418727,100418727
KRT8P40,100418728
LOC100418730,100418730
LOC100418731,100418731
LOC100418732,100418732
LOC100418733,100418733
LOC100418734,100418734
SEPT7P8,100418735
GOLGA5P1,100418736
KRT8P33,100418737
LOC100418738,100418738
DNM1P48,100418739
PPP1R26P1,100418740
LOC100418742,100418742
LOC100418743,100418743
KRT8P46,100418744
CLUHP5,100418745
KRT8P35,100418747
KRT8P36,100418748
KRT8P42,100418750
GOLGA2P1,100418751
LOC100418753,100418753
LOC100418754,100418754
LOC100418756,100418756
LOC100418759,100418759
CCNT2P1,100418763
LOC100418768,100418768
KRT18P52,100418769
KRT18P26,100418770
PHBP4,100418774
KRT127P,100418779
KRT8P39,100418781
KRT18P54,100418792
KRT8P38,100418799
PHBP8,100418804
KRT8P34,100418811
LOC100418814,100418814
PHBP10,100418815
IPO8P1,100418819
PHBP12,100418820
LOC100418822,100418822
KRT125P,100418828
KRT18P60,100418829
LOC100418832,100418832
LOC100418834,100418834
LOC100418835,100418835
LOC100418836,100418836
PHBP2,100418837
PHBP13,100418843
LOC100418848,100418848
KRT43P,100418861
LOC100418862,100418862
KRT18P61,100418865
LOC100418868,100418868
LOC100418871,100418871
LOC100418874,100418874
KRT18P7,100418877
NBEAP2,100418881
LOC100418882,100418882
LOC100418883,100418883
LOC100418884,100418884
LOC100418885,100418885
TAGLN2P1,100418887
LOC100418888,100418888
STX18P1,100418889
GYG2P2,100418892
NBEAP4,100418897
LOC100418898,100418898
TUBBP10,100418902
NBEAP5,100418903
NBEAP6,100418904
NBEAP3,100418905
LOC100418906,100418906
LOC100418908,100418908
LOC100418910,100418910
TNPO1P1,100418919
ACTG1P13,100418920
ACTG1P12,100418921
LOC100418923,100418923
LOC100418924,100418924
LOC100418926,100418926
LOC100418928,100418928
TUBB8P1,100418937
LOC100418938,100418938
LOC100418939,100418939
LOC100418940,100418940
PRDX4P2,100418942
PRDX2P3,100418943
PRDX4P1,100418949
LOC100418951,100418951
PRDX3P4,100418955
LOC100418956,100418956
LOC100418957,100418957
LOC100418959,100418959
LOC100418960,100418960
LOC100418961,100418961
TUBB6P1,100418964
LOC100418965,100418965
SNX2P1,100418968
SNX18P14,100418972
LOC100418973,100418973
TUBB4BP2,100418974
SNX18P3,100418975
SNX18P4,100418976
SNX18P5,100418977
SNX18P6,100418978
SNX18P7,100418980
SNX18P8,100418981
LOC100418983,100418983
LOC100418986,100418986
LOC100418987,100418987
LOC100418988,100418988
LOC100418989,100418989
LOC100418990,100418990
LOC100418991,100418991
LOC100418992,100418992
LOC100418993,100418993
LOC100418997,100418997
SNX18P1Y,100418999
LOC100419003,100419003
SNX18P24,100419004
SNX18P25,100419005
NF1P1,100419006
TUBA8P1,100419007
LOC100419008,100419008
LOC100419014,100419014
LOC100419016,100419016
LOC100419017,100419017
SNX18P15,100419019
SNX18P16,100419020
SNX18P18,100419021
SNX18P19,100419022
PDCL3P6,100419023
SNX18P17,100419024
SNX18P21,100419025
SNX18P20,100419026
SNX18P22,100419027
SNX25P1,100419028
NF1P4,100419029
PRDX3P1,100419031
LOC100419033,100419033
LOC100419036,100419036
LOC100419037,100419037
SNX18P26,100419038
SNX18P10,100419040
SNX18P12,100419041
SNX18P13,100419042
SNX18P11,100419043
LOC100419045,100419045
LOC100419046,100419046
SNX19P4,100419047
LOC100419052,100419052
LOC100419053,100419053
LOC100419054,100419054
LOC100419056,100419056
LOC100419058,100419058
LOC100419059,100419059
FOSL1P1,100419062
LOC100419066,100419066
PNLIPP1,100419068
ENO1P3,100419069
NUP210P3,100419070
LOC100419073,100419073
AK3P2,100419074
AK3P3,100419075
LOC100419077,100419077
LOC100419079,100419079
LOC100419081,100419081
LOC100419085,100419085
LOC100419092,100419092
TXNL1P1,100419095
LOC100419096,100419096
ENO1P2,100419098
LOC100419102,100419102
LOC100419108,100419108
LOC100419110,100419110
LOC100419140,100419140
HCFC2P1,100419149
LOC100419154,100419154
SETP12,100419158
LOC100419161,100419161
LOC100419170,100419170
LOC100419174,100419174
SETP6,100419178
PDLIM1P4,100419185
SETP11,100419187
PRSS52P,100419209
LOC100419232,100419232
LOC100419238,100419238
LOC100419246,100419246
LOC100419257,100419257
LOC100419284,100419284
LOC100419293,100419293
LOC100419301,100419301
LOC100419307,100419307
LOC100419318,100419318
LOC100419319,100419319
LOC100419321,100419321
LOC100419324,100419324
CENPIP1,100419337
LOC100419353,100419353
LOC100419356,100419356
LOC100419366,100419366
RPL21P135,100419391
RPL12P44,100419392
SRPK2P,100419416
ASNSP4,100419423
PDLIM1P2,100419426
PDLIM1P3,100419427
LOC100419436,100419436
LOC100419447,100419447
LOC100419451,100419451
LOC100419458,100419458
RPS23P10,100419471
RPS23P9,100419472
LOC100419477,100419477
HDAC1P2,100419489
LOC100419503,100419503
LOC100419506,100419506
LOC100419511,100419511
LOC100419512,100419512
LOC100419513,100419513
LOC100419515,100419515
LOC100419516,100419516
LOC100419520,100419520
LOC100419521,100419521
LOC100419525,100419525
LOC100419542,100419542
LOC100419545,100419545
LOC100419548,100419548
LOC100419549,100419549
LOC100419552,100419552
LOC100419553,100419553
ZNF92P1Y,100419554
KARSP1,100419558
KARSP2,100419560
LOC100419562,100419562
LOC100419565,100419565
LOC100419570,100419570
LOC100419572,100419572
LOC100419574,100419574
LOC100419579,100419579
LOC100419583,100419583
HDAC1P1,100419595
RNF10P1,100419599
ZNF90P2,100419606
ZNF602P,100419608
ZNF70P1,100419609
LOC100419610,100419610
LOC100419613,100419613
LOC100419614,100419614
LOC100419615,100419615
LOC100419616,100419616
LOC100419617,100419617
LOC100419620,100419620
LOC100419621,100419621
LOC100419622,100419622
LOC100419624,100419624
LOC100419639,100419639
LOC100419641,100419641
LOC100419642,100419642
LOC100419643,100419643
LOC100419644,100419644
LOC100419645,100419645
LOC100419649,100419649
LOC100419650,100419650
LOC100419654,100419654
LOC100419668,100419668
LOC100419673,100419673
LOC100419678,100419678
LOC100419679,100419679
LOC100419680,100419680
ZNF863P,100419682
LOC100419684,100419684
LOC100419685,100419685
LOC100419686,100419686
LOC100419687,100419687
LOC100419690,100419690
LOC100419691,100419691
LOC100419692,100419692
LOC100419693,100419693
LOC100419694,100419694
LOC100419700,100419700
LOC100419701,100419701
LOC100419702,100419702
LOC100419704,100419704
ZNF92P2,100419705
LOC100419706,100419706
LOC100419707,100419707
ZNF887P,100419709
ZNF92P3,100419711
LOC100419712,100419712
LOC100419713,100419713
AHCYP6,100419714
LOC100419715,100419715
LOC100419716,100419716
SALL4P1,100419717
LOC100419720,100419720
LOC100419721,100419721
RNF19BPY,100419722
ZNF736P8Y,100419724
ZNF736P7Y,100419725
ZNF736P9Y,100419726
ZNF736P10Y,100419727
ZNF886P,100419728
ZNF884P,100419729
ZNF736P11Y,100419730
ZNF736P12Y,100419731
ZNF736P6Y,100419732
ZNF839P1,100419733
ZNF885P,100419734
ZNF736P4Y,100419735
LOC100419737,100419737
LOC100419739,100419739
LOC100419741,100419741
R3HDM2P1,100419742
LOC100419743,100419743
LOC100419748,100419748
LOC100419750,100419750
ZNF587P1,100419751
LOC100419752,100419752
LOC100419755,100419755
ZNF968P,100419756
PKMP3,100419758
LOC100419761,100419761
LOC100419762,100419762
LOC100419763,100419763
LOC100419764,100419764
LOC100419768,100419768
LOC100419772,100419772
LOC100419773,100419773
LOC100419774,100419774
LOC100419775,100419775
LOC100419776,100419776
LOC100419777,100419777
LOC100419779,100419779
LOC100419780,100419780
LOC100419781,100419781
LOC100419782,100419782
LOC100419783,100419783
LOC100419784,100419784
LOC100419786,100419786
RNF19BPX,100419788
LOC100419790,100419790
LOC100419791,100419791
LOC100419792,100419792
LOC100419793,100419793
LOC100419794,100419794
LOC100419795,100419795
LOC100419796,100419796
LOC100419798,100419798
LOC100419799,100419799
LOC100419801,100419801
LOC100419802,100419802
LOC100419803,100419803
LOC100419806,100419806
LOC100419811,100419811
LOC100419812,100419812
LOC100419814,100419814
LOC100419815,100419815
LOC100419816,100419816
LOC100419821,100419821
LOC100419824,100419824
LOC100419825,100419825
LOC100419827,100419827
LOC100419829,100419829
LOC100419830,100419830
LOC100419831,100419831
LOC100419833,100419833
LOC100419834,100419834
LOC100419835,100419835
LOC100419836,100419836
LOC100419838,100419838
LOC100419839,100419839
LOC100419840,100419840
LOC100419841,100419841
LOC100419842,100419842
LOC100419844,100419844
LOC100419845,100419845
LOC100419847,100419847
LOC100419848,100419848
LOC100419851,100419851
LOC100419852,100419852
LOC100419853,100419853
ZNF646P1,100419854
SALL4P4,100419855
LOC100419859,100419859
LOC100419861,100419861
LOC100419862,100419862
LOC100419863,100419863
ZNF444P1,100419866
ZNF101P1,100419867
ZNF33BP1,100419868
LOC100419870,100419870
LOC100419872,100419872
LOC100419873,100419873
FNBP1P2,100419875
LOC100419877,100419877
LOC100419878,100419878
LOC100419880,100419880
LOC100419882,100419882
YAP1P3,100419883
LOC100419888,100419888
LOC100419890,100419890
LOC100419891,100419891
LOC100419892,100419892
LOC100419893,100419893
LOC100419894,100419894
LOC100419895,100419895
LOC100419896,100419896
LOC100419901,100419901
RWDD4P1,100419903
LOC100419906,100419906
LOC100419907,100419907
LOC100419908,100419908
YAP1P2,100419909
LOC100419911,100419911
LOC100419912,100419912
LOC100419913,100419913
LOC100419915,100419915
LOC100419916,100419916
LOC100419917,100419917
LOC100419920,100419920
LOC100419921,100419921
LOC100419923,100419923
LOC100419924,100419924
LOC100419925,100419925
LOC100419926,100419926
LOC100419928,100419928
LOC100419929,100419929
LOC100419930,100419930
LOC100419932,100419932
LOC100419935,100419935
TRIM51DP,100419945
HMGB1P21,100419947
HMGB3P17,100419948
HMGB3P3,100419949
HMGB1P35,100419950
LOC100419951,100419951
LOC100419952,100419952
SDAD1P4,100419955
LOC100419956,100419956
LOC100419957,100419957
LOC100419959,100419959
LOC100419960,100419960
ANKRD54P1,100419962
YY1P1,100419963
RSU1P3,100419964
LOC100419966,100419966
LOC100419967,100419967
HMGB1P36,100419968
LOC100419969,100419969
PRELID1P2,100419971
HMGB1P39,100419972
HMGB1P17,100419974
LOC100419975,100419975
LOC100419977,100419977
HMGB1P46,100419978
HMGB1P19,100419979
LOC100419980,100419980
LOC100419984,100419984
LOC100419985,100419985
LOC100419986,100419986
LOC100419987,100419987
LOC100419989,100419989
LOC100419991,100419991
LOC100419992,100419992
HMGB1P32,100419995
HMGB1P11,100419996
LOC100420002,100420002
E2F3P2,100420003
HSPA8P10,100420004
LOC100420005,100420005
LOC100420006,100420006
LOC100420008,100420008
LOC100420011,100420011
ARF1P2,100420012
HMGB1P49,100420013
HMGB3P29,100420015
LOC100420018,100420018
LOC100420019,100420019
LOC100420020,100420020
LOC100420021,100420021
LOC100420022,100420022
LOC100420024,100420024
LOC100420025,100420025
LOC100420027,100420027
HSPA8P4,100420028
MORF4L1P4,100420030
HMGB3P7,100420033
LOC100420035,100420035
RFPL4AP4,100420036
HSPA8P12,100420038
HMGB1P43,100420041
LOC100420042,100420042
CACYBPP1,100420043
HMGB1P7,100420044
PRELID1P3,100420046
LOC100420047,100420047
LOC100420048,100420048
HSPA8P19,100420049
LOC100420050,100420050
HSPA8P15,100420051
LOC100420052,100420052
LOC100420053,100420053
LOC100420054,100420054
RFPL4AP7,100420055
LOC100420057,100420057
RFPL4AP5,100420058
RFPL4AP2,100420059
LOC100420060,100420060
LOC100420061,100420061
LOC100420062,100420062
HMGB1P24,100420063
LOC100420064,100420064
LOC100420066,100420066
LOC100420067,100420067
EI24P4,100420072
LOC100420073,100420073
LOC100420074,100420074
LOC100420075,100420075
HSPA8P7,100420080
LOC100420083,100420083
LOC100420084,100420084
LOC100420089,100420089
LOC100420092,100420092
LOC100420095,100420095
LOC100420096,100420096
LOC100420097,100420097
LOC100420098,100420098
HMGB1P34,100420100
LOC100420103,100420103
LOC100420108,100420108
LOC100420109,100420109
LOC100420110,100420110
LOC100420113,100420113
LOC100420114,100420114
LOC100420116,100420116
LOC100420117,100420117
LOC100420118,100420118
LOC100420119,100420119
LOC100420121,100420121
LOC100420122,100420122
LOC100420123,100420123
LOC100420127,100420127
LOC100420130,100420130
HSPA8P2,100420133
HSPA8P3,100420143
LOC100420144,100420144
LOC100420149,100420149
RPL7L1P2,100420155
FTLP16,100420158
RRM2P3,100420159
LOC100420162,100420162
LOC100420166,100420166
LOC100420170,100420170
LOC100420171,100420171
LOC100420172,100420172
LOC100420174,100420174
LOC100420175,100420175
LOC100420177,100420177
LOC100420178,100420178
DBF4P2,100420180
LOC100420186,100420186
LOC100420187,100420187
SEPHS1P3,100420189
SEPHS2P1,100420190
LUC7L3P1,100420198
RPL7L1P12,100420200
RPL7L1P6,100420201
CICP16,100420203
LOC100420205,100420205
RPL36AP55,100420206
MED28P1,100420207
LOC100420211,100420211
RBM11P1,100420213
LOC100420214,100420214
LOC100420215,100420215
ALOXE3P1,100420216
RNMTL1P2,100420223
CICP12,100420224
LOC100420226,100420226
LOC100420228,100420228
LOC100420230,100420230
LOC100420245,100420245
LOC100420247,100420247
LOC100420249,100420249
LOC100420250,100420250
LOC100420251,100420251
LOC100420252,100420252
CTBP2P8,100420253
LOC100420254,100420254
LOC100420255,100420255
CICP27,100420257
PLA2G12AP1,100420258
GDI2P2,100420259
NOTCH2P1,100420260
LOC100420262,100420262
CICP21,100420263
LOC100420267,100420267
LOC100420269,100420269
LOC100420273,100420273
LOC100420275,100420275
LOC100420277,100420277
PLA2G12AP2,100420281
SEC63P2,100420287
LOC100420289,100420289
SEPHS1P2,100420292
CICP9,100420293
RNMTL1P1,100420295
LOC100420298,100420298
FTH1P23,100420300
FTH1P26,100420303
LOC100420304,100420304
LOC100420305,100420305
NTAN1P2,100420307
ITM2BP1,100420308
LOC100420311,100420311
LOC100420317,100420317
LOC100420318,100420318
LOC100420320,100420320
LOC100420321,100420321
LOC100420322,100420322
LOC100420323,100420323
LOC100420324,100420324
LOC100420325,100420325
LOC100420326,100420326
LOC100420331,100420331
LOC100420334,100420334
LOC100420336,100420336
LOC100420338,100420338
LOC100420339,100420339
SEC63P1,100420341
CHIAP1,100420342
LOC100420343,100420343
LOC100420347,100420347
LOC100420351,100420351
LOC100420353,100420353
LOC100420354,100420354
NTAN1P3,100420356
LOC100420358,100420358
RPA2P3,100420359
TRIM60P1Y,100420362
TRIM60P2Y,100420363
TRIM60P3Y,100420364
TRIM60P4Y,100420367
TRIM60P5Y,100420368
TRIM60P6Y,100420369
TRIM60P7Y,100420370
TRIM60P8Y,100420373
TRIM60P9Y,100420374
TRIM60P10Y,100420376
TRIM60P11Y,100420377
TRIM60P12Y,100420378
LOC100420385,100420385
LOC100420386,100420386
NTAN1P1,100420389
BTBD7P2,100420392
TPMTP2,100420393
LOC100420394,100420394
LOC100420401,100420401
LOC100420403,100420403
LOC100420404,100420404
TRIM60P15,100420405
IRF5P1,100420406
LOC100420408,100420408
H3F3BP2,100420410
TRIM60P16,100420412
LOC100420413,100420413
TRIM60P17,100420414
TRIM60P18,100420415
LOC100420418,100420418
LOC100420420,100420420
LOC100420423,100420423
LOC100420424,100420424
LOC100420428,100420428
LOC100420429,100420429
LOC100420430,100420430
LOC100420432,100420432
LOC100420434,100420434
LOC100420435,100420435
LOC100420436,100420436
LOC100420437,100420437
LOC100420438,100420438
LOC100420439,100420439
LOC100420440,100420440
LOC100420442,100420442
LOC100420446,100420446
LOC100420449,100420449
SERBP1P6,100420450
NT5CP3,100420457
TATDN2P3,100420458
LDHAL6EP,100420462
LOC100420464,100420464
LOC100420466,100420466
LOC100420467,100420467
LOC100420471,100420471
DUSP12P1,100420473
SSR1P1,100420476
LDHAL6FP,100420477
LOC100420480,100420480
LOC100420482,100420482
LOC100420484,100420484
LOC100420489,100420489
LOC100420494,100420494
LOC100420499,100420499
LOC100420500,100420500
YRDCP1,100420501
LOC100420502,100420502
LOC100420503,100420503
ADAM1B,100420505
LDHAL6DP,100420508
LOC100420509,100420509
LOC100420510,100420510
RPEP1,100420512
LOC100420513,100420513
LOC100420514,100420514
LOC100420515,100420515
RANP8,100420519
MOCS3P2,100420520
PAWRP1,100420526
RBBP4P2,100420527
LOC100420528,100420528
LOC100420530,100420530
LOC100420531,100420531
LOC100420532,100420532
LOC100420534,100420534
PAWRP2,100420535
LOC100420536,100420536
LOC100420539,100420539
LOC100420540,100420540
LOC100420541,100420541
LOC100420545,100420545
LOC100420546,100420546
LOC100420547,100420547
LOC100420548,100420548
LOC100420549,100420549
LOC100420551,100420551
RBBP8P1,100420552
RPEP3,100420555
LOC100420556,100420556
NSRP1P1,100420557
LOC100420558,100420558
LOC100420563,100420563
PGAM1P6,100420567
LOC100420568,100420568
LOC100420569,100420569
LOC100420571,100420571
LOC100420572,100420572
LOC100420574,100420574
LOC100420575,100420575
LOC100420576,100420576
LOC100420580,100420580
LOC100420583,100420583
LOC100420584,100420584
LOC100420586,100420586
LOC100420587,100420587
CCDC58P5,100420588
LOC100420589,100420589
RPEP6,100420590
OSBPL9P3,100420591
LOC100420593,100420593
RBBP8P2,100420607
RPP40P2,100420608
LOC100420611,100420611
ERP29P1,100420612
LOC100420613,100420613
LOC100420615,100420615
LOC100420617,100420617
LOC100420618,100420618
LOC100420620,100420620
MTAPP2,100420621
LOC100420627,100420627
LOC100420631,100420631
PGAM1P10,100420633
LOC100420638,100420638
LOC100420641,100420641
LOC100420642,100420642
LOC100420644,100420644
LOC100420647,100420647
LOC100420648,100420648
PGAM1P7,100420650
LOC100420653,100420653
QTRT1P1,100420656
LOC100420658,100420658
PGAM1P11,100420660
RPEP4,100420665
LOC100420666,100420666
LOC100420667,100420667
LOC100420668,100420668
LOC100420669,100420669
LOC100420670,100420670
NPAP1P5,100420671
LOC100420673,100420673
LOC100420678,100420678
LOC100420679,100420679
LOC100420680,100420680
PGAM1P9,100420681
LOC100420683,100420683
CASC4P1,100420689
LOC100420693,100420693
ABT1P1,100420695
LOC100420707,100420707
TPST2P1,100420710
LOC100420711,100420711
RAB5CP1,100420734
NEFMP1,100420737
LOC100420738,100420738
LOC100420741,100420741
LOC100420742,100420742
LOC100420743,100420743
LOC100420746,100420746
LOC100420748,100420748
SRP72P1,100420752
SOCS5P1,100420754
LOC100420758,100420758
LOC100420759,100420759
LOC100420760,100420760
LOC100420763,100420763
LOC100420765,100420765
LOC100420769,100420769
LOC100420770,100420770
LOC100420772,100420772
LOC100420774,100420774
LOC100420775,100420775
LOC100420776,100420776
LOC100420777,100420777
LOC100420778,100420778
LOC100420779,100420779
LOC100420784,100420784
LOC100420785,100420785
LOC100420786,100420786
LOC100420787,100420787
LOC100420788,100420788
LOC100420789,100420789
LOC100420790,100420790
LOC100420792,100420792
LOC100420794,100420794
LOC100420797,100420797
LOC100420798,100420798
LOC100420800,100420800
LOC100420801,100420801
LOC100420802,100420802
LOC100420803,100420803
LOC100420804,100420804
C2orf27AP1,100420811
LOC100420818,100420818
LOC100420821,100420821
LOC100420823,100420823
NPAP1P1,100420827
LOC100420828,100420828
NPAP1P2,100420829
NPAP1P3,100420830
LOC100420831,100420831
LOC100420832,100420832
FGFR3P4,100420833
SRRM1P2,100420834
LOC100420839,100420839
KATNBL1P5,100420841
KNOP1P4,100420843
LOC100420845,100420845
LOC100420848,100420848
LOC100420850,100420850
LOC100420851,100420851
LOC100420852,100420852
LOC100420853,100420853
LOC100420854,100420854
LOC100420859,100420859
LOC100420863,100420863
LOC100420864,100420864
LOC100420869,100420869
LOC100420872,100420872
FAM204BP,100420875
SLC25A39P1,100420877
LOC100420878,100420878
LOC100420879,100420879
LOC100420880,100420880
FGFR3P6,100420881
LOC100420885,100420885
RNFT1P1,100420886
LOC100420887,100420887
LOC100420888,100420888
LOC100420889,100420889
LOC100420890,100420890
LOC100420892,100420892
LOC100420893,100420893
LOC100420895,100420895
LOC100420896,100420896
LOC100420897,100420897
KNOP1P2,100420898
LOC100420899,100420899
LOC100420900,100420900
HAUS8P1,100420901
LOC100420902,100420902
LOC100420904,100420904
LOC100420907,100420907
LOC100420909,100420909
LOC100420910,100420910
LOC100420911,100420911
FAM204CP,100420916
KATNBL1P1,100420919
ZDHHC4P1,100420920
AMMECR1LP1,100420921
RNF6P1,100420924
LOC100420925,100420925
ZEB2P1,100420926
LOC100420927,100420927
LOC100420928,100420928
LOC100420929,100420929
LOC100420930,100420930
LOC100420939,100420939
LOC100420940,100420940
LOC100420941,100420941
LOC100420944,100420944
KATNBL1P3,100420946
LOC100420948,100420948
LOC100420949,100420949
MRPL37P1,100420950
LOC100420951,100420951
FGFR3P5,100420952
LOC100420954,100420954
LOC100420955,100420955
LOC100420957,100420957
LOC100420958,100420958
FAM204DP,100420963
LOC100420966,100420966
LOC100420967,100420967
LOC100420968,100420968
ZFYVE9P2,100420972
GMCL1P2,100420975
LOC100420981,100420981
LOC100420982,100420982
LOC100420983,100420983
LOC100420990,100420990
HAVCR1P2,100421002
LOC100421006,100421006
SLC9B1P3,100421008
LOC100421009,100421009
LOC100421010,100421010
LOC100421012,100421012
AMZ2P2,100421018
LOC100421022,100421022
LOC100421023,100421023
LOC100421028,100421028
LOC100421029,100421029
LOC100421031,100421031
LOC100421039,100421039
LOC100421043,100421043
BCAS2P2,100421045
SOD2P1,100421046
RBMX2P3,100421047
DSCR6P1,100421053
ZMYND19P1,100421055
GSTM3P2,100421057
PABPC1P11,100421058
LOC100421061,100421061
LOC100421064,100421064
LOC100421071,100421071
COQ10BP2,100421072
LOC100421074,100421074
RCC2P2,100421075
LOC100421087,100421087
RCC2P4,100421090
LOC100421091,100421091
LOC100421092,100421092
LOC100421093,100421093
LOC100421094,100421094
LOC100421096,100421096
ALG1L12P,100421097
LOC100421100,100421100
LOC100421108,100421108
LOC100421109,100421109
LOC100421110,100421110
CROCCP4,100421113
CROCCP5,100421114
LOC100421116,100421116
LOC100421121,100421121
LOC100421122,100421122
PGBD4P5,100421123
LOC100421125,100421125
LOC100421126,100421126
IFNL3P1,100421129
LOC100421130,100421130
RCC2P6,100421131
PGAM5P1,100421133
PGBD4P3,100421136
DPPA2P1,100421137
LOC100421141,100421141
LOC100421142,100421142
ELL2P2,100421143
PGBD4P4,100421146
LOC100421148,100421148
COQ10BP1,100421150
DLEC1P1,100421153
LOC100421154,100421154
DPPA4P1,100421156
LOC100421158,100421158
LOC100421160,100421160
LOC100421161,100421161
LOC100421165,100421165
LOC100421166,100421166
SCML2P1,100421167
LOC100421169,100421169
LOC100421171,100421171
SCML2P2,100421172
LOC100421173,100421173
LOC100421174,100421174
NCAPD2P1,100421175
TDGF1P1,100421177
PGAM4P1,100421178
LOC100421179,100421179
PGBD4P6,100421180
PGBD4P7,100421182
LOC100421184,100421184
PGBD4P8,100421185
GAPDHP57,100421188
GAPDHP49,100421189
LOC100421194,100421194
LOC100421197,100421197
LAMP1P1,100421198
LOC100421201,100421201
LOC100421202,100421202
LOC100421204,100421204
LOC100421207,100421207
USP9YP5,100421217
USP9YP8,100421219
USP9YP9,100421220
USP9YP10,100421222
USP9YP11,100421224
RABEPKP1,100421226
PGBD4P2,100421228
GAPDHP56,100421232
LOC100421235,100421235
GAPDHP50,100421236
LOC100421238,100421238
FANCD2P1,100421239
NIP7P3,100421245
LOC100421246,100421246
LOC100421248,100421248
LOC100421250,100421250
LOC100421256,100421256
LOC100421257,100421257
LOC100421258,100421258
LOC100421259,100421259
LOC100421267,100421267
LOC100421269,100421269
GAPDHP51,100421271
LOC100421273,100421273
LOC100421279,100421279
LOC100421281,100421281
LOC100421282,100421282
LOC100421287,100421287
LOC100421288,100421288
LOC100421289,100421289
LOC100421292,100421292
LOC100421293,100421293
LOC100421294,100421294
PRPS1P2,100421295
LOC100421296,100421296
LOC100421300,100421300
LOC100421303,100421303
LOC100421306,100421306
LOC100421307,100421307
LOC100421308,100421308
LOC100421309,100421309
LOC100421311,100421311
GAPDHP52,100421313
GAPDHP53,100421318
GAPDHP54,100421319
HNRNPRP3,100421323
GAPDHP55,100421324
DDX50P2,100421328
LOC100421330,100421330
SAMD11P1,100421331
LOC100421332,100421332
LOC100421336,100421336
CNOT7P1,100421338
FNDC3CP,100421340
UBE2V2P3,100421341
LOC100421343,100421343
LOC100421344,100421344
LOC100421347,100421347
LOC100421349,100421349
TCEA1P4,100421350
HNRNPA1P14,100421351
HNRNPA1P15,100421353
HNRNPRP2,100421354
HNRNPA3P7,100421357
LOC100421358,100421358
LOC100421361,100421361
LOC100421362,100421362
ANKRD20A17P,100421363
LOC100421364,100421364
LOC100421368,100421368
DDX20P1,100421369
DDX10P1,100421371
LOC100421372,100421372
MPRIPP1,100421374
HNRNPA1P17,100421376
HNRNPA1P77,100421378
HNRNPA1P37,100421379
HNRNPA1P38,100421384
LOC100421385,100421385
LOC100421386,100421386
LOC100421387,100421387
HNRNPA1P9,100421389
LOC100421390,100421390
LOC100421391,100421391
HNRNPA3P12,100421395
HNRNPA1P68,100421397
HNRNPA1P54,100421398
HNRNPA1P46,100421399
LOC100421400,100421400
LOC100421401,100421401
LOC100421402,100421402
LOC100421404,100421404
LOC100421409,100421409
LOC100421411,100421411
HNRNPA3P10,100421413
LOC100421414,100421414
HNRNPA3P9,100421415
LOC100421417,100421417
LOC100421419,100421419
LOC100421420,100421420
ANKRD20A10P,100421422
HNRNPA1P29,100421424
ANKRD20A16P,100421427
RNGTTP1,100421428
RTEL1P1,100421429
HNRNPA1P74,100421430
HNRNPA3P11,100421431
HNRNPA1P44,100421432
HNRNPA1P71,100421433
UBE2FP1,100421436
LOC100421437,100421437
LOC100421438,100421438
LOC100421439,100421439
LOC100421444,100421444
LOC100421446,100421446
HNRNPA3P16,100421451
LOC100421455,100421455
LOC100421462,100421462
LOC100421465,100421465
LOC100421468,100421468
LOC100421471,100421471
LOC100421472,100421472
TVP23BP2,100421473
LOC100421474,100421474
LOC100421476,100421476
LOC100421478,100421478
HTR1DP1,100421479
LOC100421480,100421480
LOC100421482,100421482
LOC100421483,100421483
MARK2P11,100421484
MARK2P5,100421485
FAM58CP,100421487
LOC100421490,100421490
LOC100421493,100421493
LOC100421494,100421494
ACTR6P1,100421495
MARK2P4,100421496
MARK2P8,100421498
LOC100421499,100421499
MARK2P6,100421500
MARK2P1,100421501
MARK2P2,100421502
LOC100421503,100421503
LOC100421504,100421504
LOC100421505,100421505
ILF2P1,100421506
MARK2P3,100421507
LOC100421508,100421508
LOC100421509,100421509
LOC100421510,100421510
LOC100421511,100421511
LOC100421512,100421512
LOC100421513,100421513
BMPR1APS1,100421515
LOC100421517,100421517
LOC100421518,100421518
LOC100421523,100421523
LOC100421525,100421525
LOC100421527,100421527
EIF4BP5,100421528
MARK2P7,100421531
EIF4A1P10,100421533
GEMIN8P3,100421535
LOC100421536,100421536
LOC100421537,100421537
SUZ12P2,100421539
LOC100421541,100421541
DNAJA1P6,100421542
EIF4HP2,100421545
LOC100421548,100421548
LOC100421549,100421549
LOC100421550,100421550
LOC100421552,100421552
LOC100421558,100421558
LOC100421559,100421559
GCNT1P2,100421560
LOC100421561,100421561
MARK2P12,100421565
FAM58DP,100421566
LOC100421569,100421569
